Word_id,Swahili_word,English_translation
id_3oz0vfuf7xw6.wav,mbili,two
id_o6j7nuvbvl6a.wav,tisa,nine
id_5fqeifq0m583.wav,tano,five
id_05g7is2vj1sh.wav,hapana,no
id_qdtuf1xl3a2z.wav,kumi,ten
id_p3ica0wyw7cs.wav,sita,six
id_arn2z1tgxeit.wav,moja,one
id_l73lul19wbev.wav,hapana,no
id_dhl5kxzw5h4f.wav,nane,eight
id_rph3s7ugehp9.wav,sita,six
id_816lgrfg6870.wav,tatu,three
id_3wrw0hik9l07.wav,ndio,yes
id_nwfq4z8zcz9r.wav,ndio,yes
id_r7m2e44fptlo.wav,kumi,ten
id_wjt2c3pk86tf.wav,hapana,no
id_j5uwtvg8j5ei.wav,nane,eight
id_u7efdu3pf8m0.wav,mbili,two
id_vfjmaux1unfj.wav,tisa,nine
id_9ze5g8403wcs.wav,moja,one
id_tbg1vd2edtvr.wav,tisa,nine
id_tjugwmr0744u.wav,tatu,three
id_wnr1cmhl6yv9.wav,nne,four
id_y9kg3r1ph6vl.wav,nane,eight
id_m76fnilzrycc.wav,mbili,two
id_cze9fkz5avjz.wav,nne,four
id_ilcnsba13as4.wav,moja,one
id_vk8z1hxjrqpl.wav,mbili,two
id_t6iq5dxildyj.wav,moja,one
id_e861ybwel9u4.wav,tatu,three
id_pefhp826n70s.wav,saba,seven
id_j1x6uhu3n2we.wav,sita,six
id_s5mosdj9h487.wav,tisa,nine
id_0jyz56np458l.wav,ndio,yes
id_3sln4kr5edsr.wav,ndio,yes
id_5nyf2ux6j4t5.wav,tatu,three
id_7oen5v0ao3ny.wav,sita,six
id_4z4n9sg2cmwl.wav,tisa,nine
id_814fhho3sn0f.wav,sita,six
id_m1yd88qmqlfu.wav,saba,seven
id_56coxbl871c0.wav,kumi,ten
id_f88l231shy8k.wav,kumi,ten
id_l1ht58cf4nxm.wav,nne,four
id_9dco88ww4u9l.wav,tisa,nine
id_d45stns0l9oj.wav,sita,six
id_rni1z58czazz.wav,ndio,yes
id_c0r9a35792to.wav,moja,one
id_jesalmts95r8.wav,tisa,nine
id_4y7dncvvsbo3.wav,tatu,three
id_jendv356sait.wav,mbili,two
id_8fr4njq9pm3n.wav,sita,six
id_k5hzdycm1w8j.wav,tisa,nine
id_ks828kefydox.wav,sita,six
id_91xb3mfvzw71.wav,saba,seven
id_dycws2jxbnaw.wav,hapana,no
id_6bjhars22gjw.wav,tatu,three
id_42lrgbcw4b6z.wav,nne,four
id_r5olf0tucpg0.wav,sita,six
id_oybx7sw06823.wav,mbili,two
id_06bwknarur5e.wav,nane,eight
id_qz4hcu0umoyh.wav,moja,one
id_xdpytxi6ok5l.wav,nane,eight
id_h6s4al80nd3y.wav,mbili,two
id_issqtkgf50tl.wav,nane,eight
id_zyrztnzd2qul.wav,hapana,no
id_asix0cglk0y1.wav,ndio,yes
id_dqpq10c6c6hm.wav,kumi,ten
id_1ee5v6u6c9lw.wav,tano,five
id_3lfht0x3r0j7.wav,nane,eight
id_b2x765r7ybf5.wav,moja,one
id_0azqblnuutdw.wav,hapana,no
id_5rgtd8djrdjf.wav,kumi,ten
id_8ed8cx3maikq.wav,tatu,three
id_29iq973dnak1.wav,tatu,three
id_rbeojr4a0uf7.wav,tatu,three
id_1ij74vcnen10.wav,kumi,ten
id_j09p922to3cn.wav,tisa,nine
id_0hc8wdnn31eb.wav,tatu,three
id_foh6ysweha61.wav,ndio,yes
id_nirrcao72424.wav,mbili,two
id_rb4lbdt9p5u5.wav,nane,eight
id_hroo1ri8bfv5.wav,nane,eight
id_b6trhsu70slg.wav,saba,seven
id_kpwferr98xvm.wav,tatu,three
id_nfcim4gb6j2i.wav,mbili,two
id_nayv0kax33pq.wav,hapana,no
id_3r10qw08vbbr.wav,hapana,no
id_frsxid5gjsb8.wav,moja,one
id_2x9ki31ohouo.wav,kumi,ten
id_3mnqaj2ux725.wav,nane,eight
id_giz3tlgpqr4k.wav,tisa,nine
id_i4ct5vw7d8i3.wav,kumi,ten
id_8lde9l9y724b.wav,saba,seven
id_wc10x6oi4r6l.wav,mbili,two
id_bfk9fp7ufjzw.wav,tisa,nine
id_dzqiug5bh3ga.wav,tatu,three
id_ysplfm575v5a.wav,hapana,no
id_qadk0hle9idg.wav,sita,six
id_a2zkgtgmao8f.wav,ndio,yes
id_l00e9q3r0tlm.wav,saba,seven
id_43mlsv2niicw.wav,hapana,no
id_23ee9p738uak.wav,tisa,nine
id_dkx6g782c0tp.wav,nne,four
id_9276znj8ldma.wav,sita,six
id_ei6057zwyga5.wav,saba,seven
id_s5sfzeb06yrv.wav,tano,five
id_rzeuxvglk56n.wav,kumi,ten
id_znj997p5gj97.wav,mbili,two
id_p5vb0zpateyu.wav,nane,eight
id_rjweuxpntwsk.wav,hapana,no
id_h5974rcsqjoh.wav,sita,six
id_awb61cpzu597.wav,kumi,ten
id_jta143ep5khy.wav,tano,five
id_ga0d2b6a06an.wav,hapana,no
id_zzcv29ytz8rq.wav,saba,seven
id_cqmqhjphla61.wav,kumi,ten
id_3esgnjkbzg35.wav,hapana,no
id_fjrk0qgzz3z1.wav,mbili,two
id_ryed7929rxjd.wav,ndio,yes
id_61k1lxirgcov.wav,hapana,no
id_57izdga8m2xx.wav,mbili,two
id_niumeh5x3fcz.wav,saba,seven
id_wtooo8h1x7sb.wav,sita,six
id_t9wazifl58jw.wav,ndio,yes
id_m8en5npqnjpa.wav,nne,four
id_1otefnp108jd.wav,saba,seven
id_379vcigcz4s9.wav,mbili,two
id_gd5h7t7bvsmp.wav,nne,four
id_zptrczm3f962.wav,hapana,no
id_942ai7i5ggmg.wav,mbili,two
id_9boy3279md48.wav,sita,six
id_bw0sf4ipjtte.wav,tatu,three
id_u4mhsn66okrk.wav,kumi,ten
id_gdsq75tugviw.wav,ndio,yes
id_gdwvn4v9f7cg.wav,nne,four
id_kz9yow4d11lh.wav,tisa,nine
id_fi1pmqpe24na.wav,ndio,yes
id_2eggz0p188zu.wav,moja,one
id_0iqsfj46c9zd.wav,nne,four
id_2c8zo2ytl8dc.wav,tatu,three
id_9z9xnaozdw28.wav,tisa,nine
id_h33jm6xcym59.wav,sita,six
id_9pza28p8eet3.wav,sita,six
id_5kiyfcxneb3t.wav,sita,six
id_zf5ku6kbcgbu.wav,sita,six
id_5qj69902gext.wav,tatu,three
id_fsfd0db509v3.wav,kumi,ten
id_s02sfvx1qo1d.wav,saba,seven
id_ewy8yecuel5m.wav,hapana,no
id_kjsatd6p7394.wav,nne,four
id_09salta40fqu.wav,sita,six
id_lm7y433y5fro.wav,sita,six
id_32ljffjeq9hv.wav,saba,seven
id_5wt0vrzlrwgh.wav,mbili,two
id_s21qmi27sjyr.wav,hapana,no
id_xkfpbo2wo4ma.wav,saba,seven
id_dto4107nn7uo.wav,moja,one
id_1p2hi8wt0qpo.wav,ndio,yes
id_u6qe47vvnf0n.wav,moja,one
id_amenj9l3ayyu.wav,tatu,three
id_5t6wkc7o4hi5.wav,nne,four
id_gc1gsrlo0m5w.wav,mbili,two
id_0rpsvdfvbc18.wav,tatu,three
id_f9u0m1q7uh1t.wav,hapana,no
id_a4bweeb779z3.wav,sita,six
id_wo1vquxc2gmu.wav,hapana,no
id_qgkm1kzcigz7.wav,tatu,three
id_nr2agzca6wvr.wav,tano,five
id_hmz7xmwoikdc.wav,nne,four
id_b0090s60q5mo.wav,nane,eight
id_4bw97g4jnt2r.wav,hapana,no
id_p4l05fylbeht.wav,kumi,ten
id_gwiokuy33zhv.wav,nne,four
id_98900curmmwt.wav,saba,seven
id_fxrbiyarlwfr.wav,tano,five
id_9vqxiiue9my0.wav,tano,five
id_4birzk2y5nqm.wav,kumi,ten
id_co4hs9s4bw0c.wav,tisa,nine
id_a1x8mlwzetfo.wav,nane,eight
id_dbfyn4wlu3qv.wav,nne,four
id_zi44b1tsl0mv.wav,moja,one
id_otnyptopsdiw.wav,moja,one
id_hjxmk8dldnik.wav,tano,five
id_m0e18colnz1i.wav,mbili,two
id_wgpj1590jty7.wav,nne,four
id_evd7xby7fw8z.wav,nane,eight
id_046k2bj5x87z.wav,mbili,two
id_d25u6o1j60pv.wav,saba,seven
id_nlenwbk65y7r.wav,tano,five
id_3wzazhlrpq5n.wav,tatu,three
id_vsl52wjsq41j.wav,sita,six
id_tb68okcyj5se.wav,saba,seven
id_0kqntv93ikec.wav,kumi,ten
id_9kysooszd258.wav,ndio,yes
id_xjggoacrog77.wav,tisa,nine
id_oox89jn1a9zr.wav,ndio,yes
id_rov4dfpgzdxq.wav,saba,seven
id_g6hsce7h537v.wav,ndio,yes
id_vp197e2iq48j.wav,tisa,nine
id_ojxa8071i1n5.wav,ndio,yes
id_pc6mnkqq5mxs.wav,nne,four
id_yk3xctzpsbkt.wav,ndio,yes
id_5wo3gxs4lve4.wav,hapana,no
id_84dub5txii70.wav,tano,five
id_7mnr01di9okg.wav,sita,six
id_0sorl8u4tk8o.wav,hapana,no
id_d2mpp2vbv7nk.wav,tisa,nine
id_s7n6b45986zb.wav,nne,four
id_71i5cqkkhqlj.wav,tatu,three
id_7rwtj7s4zl7v.wav,sita,six
id_y4vdh5mfrwey.wav,nne,four
id_hojx06ejprq1.wav,saba,seven
id_heskmq5sn9f6.wav,tano,five
id_zye4lne5dsoa.wav,ndio,yes
id_0yn2o7jrnw1r.wav,nne,four
id_pltowd7g4tvm.wav,sita,six
id_ctamqssqlgnz.wav,sita,six
id_uz5fxtizfclq.wav,kumi,ten
id_f5yzh0otn33t.wav,tatu,three
id_wga77chh1o10.wav,saba,seven
id_pl4olos7kpgj.wav,ndio,yes
id_u7yodv7rxvbo.wav,mbili,two
id_z5eqiru0by7a.wav,kumi,ten
id_0sf6b4b7vsrg.wav,tatu,three
id_00cn4kcmk98r.wav,moja,one
id_n6vrd3lm3noi.wav,nne,four
id_nspigpdvm6ts.wav,nane,eight
id_sw6fkw0sgymm.wav,moja,one
id_bhug3onllgti.wav,moja,one
id_w01nihjvhlbp.wav,moja,one
id_gc9tjh27qmkh.wav,nane,eight
id_pwhgk2wlgz7o.wav,hapana,no
id_vau0wkebslsc.wav,tatu,three
id_u8adh4pf3n1m.wav,mbili,two
id_1cs2y9oxnt2h.wav,tisa,nine
id_xzr6m3xtfs61.wav,tatu,three
id_y9yx6hxz4jfn.wav,ndio,yes
id_q4jqug1outk0.wav,tisa,nine
id_wlqjfqzlc7jk.wav,saba,seven
id_nls0quhv7yg1.wav,nne,four
id_fgtxguvptih7.wav,saba,seven
id_ln9340r4eec8.wav,mbili,two
id_or9fsoes3222.wav,kumi,ten
id_zabkht2n4a2w.wav,sita,six
id_wl1a6217cpmz.wav,tano,five
id_loj3cao4ouob.wav,mbili,two
id_n29pv8mz429g.wav,mbili,two
id_auvi9ux6aats.wav,nne,four
id_4pu66fizcyax.wav,tatu,three
id_ht7nqabyx1fo.wav,ndio,yes
id_ko76wwl6qw5b.wav,moja,one
id_91vze8m49hcs.wav,tano,five
id_v23kn9by3fb7.wav,ndio,yes
id_vblalo9yt6kg.wav,tano,five
id_ar60qo60bco2.wav,nne,four
id_s6tzfyrrdji4.wav,nne,four
id_vjza0y38lsuk.wav,kumi,ten
id_sp9ejkpo6jsu.wav,ndio,yes
id_nj39pwaasl9u.wav,tatu,three
id_xff2oqsjji90.wav,sita,six
id_6khyytl5tcja.wav,saba,seven
id_r0z95xxbfbku.wav,saba,seven
id_uaiuoie3u6sq.wav,mbili,two
id_rsyd6inzcj33.wav,moja,one
id_d29nll886520.wav,tano,five
id_oxr2xgxjwdof.wav,ndio,yes
id_ahmrg3hf8ulz.wav,tatu,three
id_gt45539c55n6.wav,kumi,ten
id_e2sehuac48lq.wav,tisa,nine
id_itgbd4u4jq1d.wav,tisa,nine
id_eir4zy1xw023.wav,nne,four
id_1ql8dauqjt9h.wav,mbili,two
id_rkwu6ocdbsfw.wav,tisa,nine
id_mrb5as033w4j.wav,tano,five
id_if8t1w94pan7.wav,nne,four
id_b7ogapuzjlz7.wav,sita,six
id_d6k42wlqexub.wav,hapana,no
id_jjoerv7cg916.wav,tisa,nine
id_r2xle0g56kgy.wav,tatu,three
id_vrsc6hlkfik6.wav,kumi,ten
id_c38093r5atk7.wav,sita,six
id_9pckacd0g3zj.wav,nne,four
id_x82dye5nonxa.wav,sita,six
id_j4ep3uymicbg.wav,ndio,yes
id_xr5iyzzzanrh.wav,tisa,nine
id_cbhrhkedajb0.wav,ndio,yes
id_nnrg7lf4fygf.wav,moja,one
id_d6h63oa4csuu.wav,moja,one
id_3opl9t97kb8b.wav,nne,four
id_rud6460r35x5.wav,nne,four
id_wdmv71x28qgb.wav,tatu,three
id_mrd9ilyh9bq9.wav,ndio,yes
id_e5ze0nyd4xx2.wav,tatu,three
id_o5ps9a0gbeaa.wav,moja,one
id_idsj0gubpvyr.wav,tisa,nine
id_ifj709a7zw00.wav,nne,four
id_s414mt0fagfz.wav,nne,four
id_x1lqwlty7xe4.wav,ndio,yes
id_g7dbo1ck5lur.wav,tisa,nine
id_ry77kts8apn8.wav,mbili,two
id_2k4wo9up6r9n.wav,tano,five
id_zm9escyq1mx4.wav,nne,four
id_kbja27bq84kq.wav,tatu,three
id_f122ze0ts1cd.wav,nane,eight
id_hnsywr8cukwq.wav,kumi,ten
id_loyt0onxf6dv.wav,kumi,ten
id_ghykygteyi33.wav,hapana,no
id_1q835ieht39j.wav,sita,six
id_yzhsrfdkl3kl.wav,saba,seven
id_t18f74l6vmbp.wav,kumi,ten
id_5csagw7engwe.wav,tano,five
id_5ym7luykk2xy.wav,kumi,ten
